title,text-data,desktop-hidden 2,desktop-hidden 4
"Apartment for rent  in Milano Zona 2 - Stazione Centrale, Gorla, Turro, Greco, Crescenzago, Italy","50 m2 apartment for rent in Milano Zona 2 - Stazione Centrale, Gorla, Turro, Greco, Crescenzago","1,000 EUR",50 m2
"Apartment for rent  in Milano Zona 2 - Stazione Centrale, Gorla, Turro, Greco, Crescenzago, Italy","30 m2 apartment for rent in Milano Zona 2 - Stazione Centrale, Gorla, Turro, Greco, Crescenzago",700 EUR,30 m2
"Apartment for rent  in Spoleto, Italy",60 m2 apartment for rent in Spoleto,"1,300 EUR",60 m2
"Apartment for rent  in Florence, Italy",75 m2 apartment for rent in Florence,850 EUR,75 m2
"House for rent  in Florence, Italy",190 m2 house for rent in Florence,"3,000 EUR",190 m2
"Apartment for rent  in Florence, Italy",85 m2 apartment for rent in Florence,"1,200 EUR",85 m2
"Apartment for rent  in Florence, Italy",50 m2 apartment for rent in Florence,"1,200 EUR",50 m2
"Room for rent  in Milano Zona 6 - Barona, Lorenteggio, Italy","12 m2 room for rent in Milano Zona 6 - Barona, Lorenteggio",630 EUR,12 m2
"Room for rent  in Milano Zona 5 - Vigentino, Chiaravalle, Gratosoglio, Italy","19 m2 room for rent in Milano Zona 5 - Vigentino, Chiaravalle, Gratosoglio",880 EUR,19 m2
"Room for rent  in Milano Zona 1 - Centro storico, Italy",13 m2 room for rent in Milano Zona 1 - Centro storico,800 EUR,13 m2
"Apartment for rent  in Roma Municipio II – Parioli/Nomentano, Italy",200 m2 apartment for rent in Roma Municipio II – Parioli/Nomentano,"5,000 EUR",200 m2
"Apartment for rent  in Siena, Italy",15 m2 apartment for rent in Siena,330 EUR,15 m2
"Apartment for rent  in Siena, Italy",14 m2 apartment for rent in Siena,300 EUR,14 m2
"Apartment for rent  in Barcellona Pozzo di Gotto, Italy",95 m2 apartment for rent in Barcellona Pozzo di Gotto,350 EUR,95 m2
"Apartment for rent  in Prunetto, Italy",50 m2 apartment for rent in Prunetto,900 EUR,50 m2
"Apartment for rent  in Siena, Italy",25 m2 apartment for rent in Siena,350 EUR,25 m2
"Apartment for rent  in Messina, Italy",150 m2 apartment for rent in Messina,650 EUR,150 m2
"Apartment for rent  in Roma Municipio XIII – Aurelia, Italy",70 m2 apartment for rent in Roma Municipio XIII – Aurelia,800 EUR,70 m2
"Apartment for rent  in Siena, Italy",13 m2 apartment for rent in Siena,200 EUR,13 m2
"Apartment for rent  in Siena, Italy",55 m2 apartment for rent in Siena,600 EUR,55 m2
"Apartment for rent  in Siena, Italy",95 m2 apartment for rent in Siena,850 EUR,95 m2
"Apartment for rent  in Siena, Italy",26 m2 apartment for rent in Siena,360 EUR,26 m2
"Apartment for rent  in Cassino, Italy",70 m2 apartment for rent in Cassino,400 EUR,70 m2
"Apartment for rent  in Fiumicino, Italy",65 m2 apartment for rent in Fiumicino,680 EUR,65 m2
"Apartment for rent  in Fiumicino, Italy",65 m2 apartment for rent in Fiumicino,680 EUR,65 m2
"Apartment for rent  in Giugliano in Campania, Italy",120 m2 apartment for rent in Giugliano in Campania,550 EUR,120 m2
"Apartment for rent  in Casoria, Italy",110 m2 apartment for rent in Casoria,750 EUR,110 m2
"Apartment for rent  in Menaggio, Italy",350 m2 apartment for rent in Menaggio,"10,000 EUR",350 m2
"Apartment for rent  in Perugia, Italy",45 m2 apartment for rent in Perugia,350 EUR,45 m2
"Apartment for rent  in Siena, Italy",90 m2 apartment for rent in Siena,800 EUR,90 m2
"Apartment for rent  in Siracusa, Italy",120 m2 apartment for rent in Siracusa,750 EUR,120 m2
"Apartment for rent  in Roma Municipio I – Centro Storico, Italy",80 m2 apartment for rent in Roma Municipio I – Centro Storico,"3,000 EUR",80 m2
"Apartment for rent  in Spoleto, Italy",35 m2 apartment for rent in Spoleto,800 EUR,35 m2
"Apartment for rent  in Roma Municipio II – Parioli/Nomentano, Italy",45 m2 apartment for rent in Roma Municipio II – Parioli/Nomentano,"1,300 EUR",45 m2
"Apartment for rent  in Bologna, Italy",97 m2 apartment for rent in Bologna,"1,600 EUR",97 m2
"Apartment for rent  in Spoleto, Italy",148 m2 apartment for rent in Spoleto,Not specified,148 m2
"Apartment for rent  in Perugia, Italy",75 m2 apartment for rent in Perugia,670 EUR,75 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",88 m2 apartment for rent in Milano Zona 1 - Centro storico,"3,500 EUR",88 m2
"Room for rent  in Milano Zona 5 - Vigentino, Chiaravalle, Gratosoglio, Italy","10 m2 room for rent in Milano Zona 5 - Vigentino, Chiaravalle, Gratosoglio",560 EUR,10 m2
"Apartment for rent  in Lucca, Italy",65 m2 apartment for rent in Lucca,695 EUR,65 m2
"Apartment for rent  in Florence, Italy",50 m2 apartment for rent in Florence,650 EUR,50 m2
"Room for rent  in Milano Zona 6 - Barona, Lorenteggio, Italy","10 m2 room for rent in Milano Zona 6 - Barona, Lorenteggio",605 EUR,10 m2
"Apartment for rent  in Farini, Italy",310 m2 apartment for rent in Farini,"10,000 EUR",310 m2
"Apartment for rent  in Bologna, Italy",60 m2 apartment for rent in Bologna,"1,000 EUR",60 m2
"Apartment for rent  in Bologna, Italy",65 m2 apartment for rent in Bologna,"1,200 EUR",65 m2
"Apartment for rent  in Turin, Italy",45 m2 apartment for rent in Turin,600 EUR,45 m2
"Apartment for rent  in Venaria Reale, Italy",30 m2 apartment for rent in Venaria Reale,350 EUR,30 m2
"Apartment for rent  in Roma Municipio XII – Monte Verde, Italy",140 m2 apartment for rent in Roma Municipio XII – Monte Verde,"1,800 EUR",140 m2
"Apartment for rent  in Roma Municipio XII – Monte Verde, Italy",140 m2 apartment for rent in Roma Municipio XII – Monte Verde,"1,800 EUR",140 m2
"Apartment for rent  in San Pietro in Casale, Italy",25 m2 apartment for rent in San Pietro in Casale,450 EUR,25 m2
"Apartment for rent  in Palermo, Italy",50 m2 apartment for rent in Palermo,580 EUR,50 m2
"Apartment for rent  in Soccavo, Italy",60 m2 apartment for rent in Soccavo,700 EUR,60 m2
"Apartment for rent  in Napoli Municipalità 5, Italy",55 m2 apartment for rent in Napoli Municipalità 5,730 EUR,55 m2
"Apartment for rent  in Napoli Municipalità 3, Italy",50 m2 apartment for rent in Napoli Municipalità 3,750 EUR,50 m2
"Apartment for rent  in Polla, Italy",90 m2 apartment for rent in Polla,"2,400 EUR",90 m2
"Apartment for rent  in Polla, Italy",70 m2 apartment for rent in Polla,"2,050 EUR",70 m2
"Apartment for rent  in Alto, Italy",80 m2 apartment for rent in Alto,900 EUR,80 m2
"Apartment for rent  in Polla, Italy",132 m2 apartment for rent in Polla,"3,000 EUR",132 m2
"Apartment for rent  in Piscinola, Italy",120 m2 apartment for rent in Piscinola,650 EUR,120 m2
"Apartment for rent  in Chiaia, Italy",159 m2 apartment for rent in Chiaia,"1,500 EUR",159 m2
"Apartment for rent  in Palermo, Italy",85 m2 apartment for rent in Palermo,590 EUR,85 m2
"Apartment for rent  in Parabiago, Italy",62 m2 apartment for rent in Parabiago,650 EUR,62 m2
"Apartment for rent  in Catania, Italy",70 m2 apartment for rent in Catania,850 EUR,70 m2
"Apartment for rent  in Roma Municipio XIII – Aurelia, Italy",70 m2 apartment for rent in Roma Municipio XIII – Aurelia,850 EUR,70 m2
"Apartment for rent  in Roma Municipio VIII – Appia Antica, Italy",60 m2 apartment for rent in Roma Municipio VIII – Appia Antica,950 EUR,60 m2
"Apartment for rent  in Giarre, Italy",170 m2 apartment for rent in Giarre,950 EUR,170 m2
"Apartment for rent  in Fiumicino, Italy",65 m2 apartment for rent in Fiumicino,"1,200 EUR",65 m2
"Apartment for rent  in Bari, Italy",232 m2 apartment for rent in Bari,"1,800 EUR",232 m2
"Apartment for rent  in Trecastagni, Italy",130 m2 apartment for rent in Trecastagni,900 EUR,130 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",35 m2 apartment for rent in Napoli Municipalità 1,"1,700 EUR",35 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",50 m2 apartment for rent in Napoli Municipalità 1,"1,500 EUR",50 m2
"Apartment for rent  in Carmagnola, Italy",48 m2 apartment for rent in Carmagnola,350 EUR,48 m2
"Apartment for rent  in Bra, Italy",70 m2 apartment for rent in Bra,370 EUR,70 m2
"Apartment for rent  in Florence, Italy",400 m2 apartment for rent in Florence,"1,250,000 EUR",400 m2
"Apartment for rent  in Florence, Italy",160 m2 apartment for rent in Florence,"690,000 EUR",160 m2
"Apartment for rent  in Florence, Italy",120 m2 apartment for rent in Florence,120 EUR,120 m2
"Apartment for rent  in Florence, Italy",540 m2 apartment for rent in Florence,"2,000,000 EUR",540 m2
"Apartment for rent  in Florence, Italy",470 m2 apartment for rent in Florence,"1,850,000 EUR",470 m2
"House for rent  in Florence, Italy",450 m2 house for rent in Florence,"1,900,000 EUR",450 m2
"House for rent  in Florence, Italy",150 m2 house for rent in Florence,150 EUR,150 m2
"Apartment for rent  in Florence, Italy",3000 m2 apartment for rent in Florence,"3,000 EUR","3,000 m2"
"Apartment for rent  in Florence, Italy",90 m2 apartment for rent in Florence,"465,000 EUR",90 m2
"Apartment for rent  in Florence, Italy",130 m2 apartment for rent in Florence,"1,300,000 EUR",130 m2
"House for rent  in Florence, Italy",180 m2 house for rent in Florence,"1,500,000 EUR",180 m2
"Apartment for rent  in Florence, Italy",140 m2 apartment for rent in Florence,"630,000 EUR",140 m2
"Apartment for rent  in Palermo, Italy",50 m2 apartment for rent in Palermo,850 EUR,50 m2
"Apartment for rent  in Roma Municipio XV – Cassia/Flaminia, Italy",80 m2 apartment for rent in Roma Municipio XV – Cassia/Flaminia,750 EUR,80 m2
"Apartment for rent  in Lecco, Italy",95 m2 apartment for rent in Lecco,650 EUR,95 m2
"Apartment for rent  in Roma Municipio XII – Monte Verde, Italy",37 m2 apartment for rent in Roma Municipio XII – Monte Verde,550 EUR,37 m2
"Apartment for rent  in Perugia, Italy",85 m2 apartment for rent in Perugia,580 EUR,85 m2
"Apartment for rent  in Baranzate, Italy",40 m2 apartment for rent in Baranzate,620 EUR,40 m2
"Apartment for rent  in Bari, Italy",117 m2 apartment for rent in Bari,900 EUR,117 m2
"Apartment for rent  in Modena, Italy",75 m2 apartment for rent in Modena,950 EUR,75 m2
"Apartment for rent  in Roma Municipio XIV – Monte Mario, Italy",110 m2 apartment for rent in Roma Municipio XIV – Monte Mario,"1,100 EUR",110 m2
"Apartment for rent  in Bari, Italy",135 m2 apartment for rent in Bari,"1,400 EUR",135 m2
"Apartment for rent  in Milano Zona 3 - Porta Venezia, Città Studi, Lambrate, Italy","91 m2 apartment for rent in Milano Zona 3 - Porta Venezia, Città Studi, Lambrate","1,400 EUR",91 m2
"Apartment for rent  in Roma Municipio VIII – Appia Antica, Italy",130 m2 apartment for rent in Roma Municipio VIII – Appia Antica,"1,550 EUR",130 m2
"Apartment for rent  in Turin, Italy",160 m2 apartment for rent in Turin,500 EUR,160 m2
"Apartment for rent  in Milano Zona 6 - Barona, Lorenteggio, Italy","30 m2 apartment for rent in Milano Zona 6 - Barona, Lorenteggio",600 EUR,30 m2
"Apartment for rent  in Florence, Italy",45 m2 apartment for rent in Florence,850 EUR,45 m2
"Apartment for rent  in Boves, Italy",75 m2 apartment for rent in Boves,550 EUR,75 m2
"Apartment for rent  in Bra, Italy",80 m2 apartment for rent in Bra,530 EUR,80 m2
"Apartment for rent  in Asti, Italy",55 m2 apartment for rent in Asti,380 EUR,55 m2
"Apartment for rent  in Florence, Italy",70 m2 apartment for rent in Florence,950 EUR,70 m2
"Apartment for rent  in Trieste, Italy",70 m2 apartment for rent in Trieste,"1,150 EUR",70 m2
"Apartment for rent  in Florence, Italy",79 m2 apartment for rent in Florence,"1,700 EUR",79 m2
"Apartment for rent  in Florence, Italy",50 m2 apartment for rent in Florence,900 EUR,50 m2
"Room for rent  in Roma Municipio I – Centro Storico, Italy",70 m2 room for rent in Roma Municipio I – Centro Storico,"1,200 EUR",70 m2
"Room for rent  in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà, Italy",90 m2 room for rent in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà,"1,180 EUR",90 m2
"Room for rent  in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà, Italy",16 m2 room for rent in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà,420 EUR,16 m2
"Apartment for rent  in Vitinia, Italy",55 m2 apartment for rent in Vitinia,700 EUR,55 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",55 m2 apartment for rent in Milano Zona 1 - Centro storico,"1,300 EUR",55 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",160 m2 apartment for rent in Milano Zona 1 - Centro storico,"3,500 EUR",160 m2
"Apartment for rent  in Turin, Italy",300 m2 apartment for rent in Turin,"2,100 EUR",300 m2
"Apartment for rent  in Bologna, Italy",40 m2 apartment for rent in Bologna,"1,100 EUR",40 m2
"Apartment for rent  in Bologna, Italy",40 m2 apartment for rent in Bologna,800 EUR,40 m2
"Room for rent  in Milano Zona 6 - Barona, Lorenteggio, Italy","28 m2 room for rent in Milano Zona 6 - Barona, Lorenteggio",700 EUR,28 m2
"Apartment for rent  in Spoleto, Italy",55 m2 apartment for rent in Spoleto,"1,350 EUR",55 m2
"Apartment for rent  in Bagheria, Italy",80 m2 apartment for rent in Bagheria,450 EUR,80 m2
"Apartment for rent  in Pavia, Italy",60 m2 apartment for rent in Pavia,640 EUR,60 m2
"Apartment for rent  in Roma Municipio XIV – Monte Mario, Italy",60 m2 apartment for rent in Roma Municipio XIV – Monte Mario,800 EUR,60 m2
"House for rent  in Caserta, Italy",240 m2 house for rent in Caserta,900 EUR,240 m2
"House for rent  in Valverde, Italy",222 m2 house for rent in Valverde,"1,500 EUR",222 m2
"House for rent  in Palermo, Italy",170 m2 house for rent in Palermo,"1,150 EUR",170 m2
"House for rent  in Palermo, Italy",68 m2 house for rent in Palermo,"1,750 EUR",68 m2
"Apartment for rent  in Florence, Italy",45 m2 apartment for rent in Florence,"220,000 EUR",45 m2
"Apartment for rent  in Florence, Italy",20 m2 apartment for rent in Florence,650 EUR,20 m2
"Apartment for rent  in Carignano, Italy",70 m2 apartment for rent in Carignano,480 EUR,70 m2
"House for rent  in Capalbio, Italy",125 m2 house for rent in Capalbio,Not specified,125 m2
"House for rent  in Bologna, Italy",160 m2 house for rent in Bologna,"1,500 EUR",160 m2
"House for rent  in Casalfiumanese, Italy",190 m2 house for rent in Casalfiumanese,"1,850 EUR",190 m2
"Apartment for rent  in Manfredonia, Italy",70 m2 apartment for rent in Manfredonia,650 EUR,70 m2
"Apartment for rent  in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà, Italy",60 m2 apartment for rent in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà,700 EUR,60 m2
"Apartment for rent  in Roma Municipio XIV – Monte Mario, Italy",65 m2 apartment for rent in Roma Municipio XIV – Monte Mario,800 EUR,65 m2
"Apartment for rent  in Napoli Municipalità 5, Italy",75 m2 apartment for rent in Napoli Municipalità 5,900 EUR,75 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",340 m2 apartment for rent in Milano Zona 1 - Centro storico,"10,000 EUR",340 m2
"Apartment for rent  in Florence, Italy",130 m2 apartment for rent in Florence,"1,450 EUR",130 m2
"Apartment for rent  in Florence, Italy",65 m2 apartment for rent in Florence,"1,200 EUR",65 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",75 m2 apartment for rent in Milano Zona 1 - Centro storico,"1,050 EUR",75 m2
"Apartment for rent  in Spoleto, Italy",38 m2 apartment for rent in Spoleto,Not specified,38 m2
"Apartment for rent  in Roma Municipio XIV – Monte Mario, Italy",75 m2 apartment for rent in Roma Municipio XIV – Monte Mario,900 EUR,75 m2
"House for rent  in Arenzano, Italy",100 m2 house for rent in Arenzano,700 EUR,100 m2
"Apartment for rent  in Cuneo, Italy",40 m2 apartment for rent in Cuneo,370 EUR,40 m2
"Apartment for rent  in Asti, Italy",90 m2 apartment for rent in Asti,800 EUR,90 m2
"Apartment for rent  in Palermo, Italy",85 m2 apartment for rent in Palermo,950 EUR,85 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",75 m2 apartment for rent in Milano Zona 1 - Centro storico,"1,200 EUR",75 m2
"Apartment for rent  in Genoa, Italy",20 m2 apartment for rent in Genoa,380 EUR,20 m2
"Apartment for rent  in Roma Municipio I – Centro Storico, Italy",110 m2 apartment for rent in Roma Municipio I – Centro Storico,"2,300 EUR",110 m2
"Apartment for rent  in Saronno, Italy",40 m2 apartment for rent in Saronno,550 EUR,40 m2
"Apartment for rent  in Roma Municipio XIV – Monte Mario, Italy",90 m2 apartment for rent in Roma Municipio XIV – Monte Mario,"1,300 EUR",90 m2
"Apartment for rent  in Matera, Italy",170 m2 apartment for rent in Matera,"1,250 EUR",170 m2
"Apartment for rent  in Roma Municipio II – Parioli/Nomentano, Italy",84 m2 apartment for rent in Roma Municipio II – Parioli/Nomentano,"2,250 EUR",84 m2
"Apartment for rent  in Trieste, Italy",76 m2 apartment for rent in Trieste,Not specified,76 m2
"Apartment for rent  in Giulianova, Italy",115 m2 apartment for rent in Giulianova,"2,800 EUR",115 m2
"Apartment for rent  in Pancalieri, Italy",90 m2 apartment for rent in Pancalieri,450 EUR,90 m2
"Apartment for rent  in Ancona, Italy",80 m2 apartment for rent in Ancona,550 EUR,80 m2
"Apartment for rent  in Palermo, Italy",150 m2 apartment for rent in Palermo,800 EUR,150 m2
"Apartment for rent  in Florence, Italy",80 m2 apartment for rent in Florence,"1,500 EUR",80 m2
"Apartment for rent  in Palermo, Italy",110 m2 apartment for rent in Palermo,"2,000 EUR",110 m2
"Apartment for rent  in Palermo, Italy",140 m2 apartment for rent in Palermo,950 EUR,140 m2
"Apartment for rent  in Lucca, Italy",50 m2 apartment for rent in Lucca,650 EUR,50 m2
"Apartment for rent  in Casoria, Italy",100 m2 apartment for rent in Casoria,900 EUR,100 m2
"Apartment for rent  in Palermo, Italy",171 m2 apartment for rent in Palermo,"1,000 EUR",171 m2
"Apartment for rent  in Florence, Italy",45 m2 apartment for rent in Florence,800 EUR,45 m2
"Apartment for rent  in San Siro, Italy",1 m2 apartment for rent in San Siro,900 EUR,1 m2
"Apartment for rent  in Benevello, Italy",70 m2 apartment for rent in Benevello,750 EUR,70 m2
"Apartment for rent  in Benevello, Italy",60 m2 apartment for rent in Benevello,800 EUR,60 m2
"Apartment for rent  in Scandicci, Italy",225 m2 apartment for rent in Scandicci,"1,600 EUR",225 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",80 m2 apartment for rent in Milano Zona 1 - Centro storico,"2,160 EUR",80 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",120 m2 apartment for rent in Milano Zona 1 - Centro storico,"2,833 EUR",120 m2
"Apartment for rent  in Cesana Torinese, Italy",30 m2 apartment for rent in Cesana Torinese,280 EUR,30 m2
"Apartment for rent  in Cesana Torinese, Italy",50 m2 apartment for rent in Cesana Torinese,400 EUR,50 m2
"Apartment for rent  in Cesana Torinese, Italy",35 m2 apartment for rent in Cesana Torinese,350 EUR,35 m2
"Apartment for rent  in Cesana Torinese, Italy",50 m2 apartment for rent in Cesana Torinese,300 EUR,50 m2
"Room for rent  in Milano Zona 9 - Porta Garibaldi, Niguarda, Italy","23 m2 room for rent in Milano Zona 9 - Porta Garibaldi, Niguarda",690 EUR,23 m2
"Apartment for rent  in Imola, Italy",145 m2 apartment for rent in Imola,"1,000 EUR",145 m2
"Apartment for rent  in Catania, Italy",220 m2 apartment for rent in Catania,"1,300 EUR",220 m2
"Apartment for rent  in Bagno a Ripoli, Italy",80 m2 apartment for rent in Bagno a Ripoli,980 EUR,80 m2
"Apartment for rent  in Milano Zona 2 - Stazione Centrale, Gorla, Turro, Greco, Crescenzago, Italy","90 m2 apartment for rent in Milano Zona 2 - Stazione Centrale, Gorla, Turro, Greco, Crescenzago","2,300 EUR",90 m2
"Room for rent  in Milano Zona 6 - Barona, Lorenteggio, Italy","17 m2 room for rent in Milano Zona 6 - Barona, Lorenteggio",740 EUR,17 m2
"Apartment for rent  in Catania, Italy",35 m2 apartment for rent in Catania,320 EUR,35 m2
